task_id,user_id,task_type,offloaded,edge_id,arrival_time,finish_time,inter_arrival_ms,latency_ms,waiting_ms,proc_ms,tx_delay_ms,transit_ms,channel_rate_mbps,cycles_total,split_ratio,cycles_local,cycles_edge,local_ratio,edge_ratio,finish_time_edge
416,2,Medium,1,1,34.63,44.2298,,9599.83,6000.0,649.83,175.65,2950.0,10.0,1000000000.0,0.3529,647058823.5294117,352941176.47058827,0.6471,0.3529,40.1102
343,3,Heavy,1,0,30.36,44.225,,13864.99,4810.0,1414.99,523.18,7640.0,10.0,2000000000.0,0.2941,1411764705.8823528,588235294.117647,0.7059,0.2941,39.4695
405,0,Heavy,1,1,33.69,44.2696,,10579.56,3050.0,1239.56,683.54,6290.0,10.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,41.4198
351,4,Heavy,1,0,30.78,44.2656,,13485.63,3670.0,1335.63,650.0,8480.0,5.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,40.0705
477,0,Light,1,1,41.16,44.3981,,3238.14,3090.0,138.14,6.57,10.0,10.0,300000000.0,0.5714,128571428.57142858,171428571.42857143,0.4286,0.5714,41.6105
317,5,Medium,1,1,28.61,44.3967,,15786.67,5820.0,666.67,166.0,9300.0,10.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,41.0352
453,2,Light,1,0,38.96,44.4013,,5441.26,5250.0,181.26,5.43,10.0,10.0,300000000.0,0.4286,171428571.42857143,128571428.57142857,0.5714,0.4286,39.8483
409,1,Heavy,1,0,34.59,45.2089,,10618.9,4120.0,1238.9,749.69,5260.0,5.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,40.5713
478,0,Heavy,1,0,41.16,45.287,,4127.02,2680.0,897.02,542.0,550.0,10.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,42.25
391,4,Heavy,1,0,32.87,45.3767,,12506.74,2900.0,1116.74,789.56,8490.0,10.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,41.8796
337,2,Heavy,1,0,29.87,45.4013,,15531.26,3200.0,1001.26,888.0,11330.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,41.5333
489,2,Light,1,1,41.66,45.487,,3826.97,3730.0,86.97,7.71,10.0,10.0,300000000.0,0.7143,85714285.71428572,214285714.2857143,0.2857,0.7143,41.7771
465,4,Light,1,0,40.76,45.5101,,4750.08,4590.0,140.08,10.89,20.0,5.0,300000000.0,0.5556,133333333.33333333,166666666.6666667,0.4444,0.5556,40.9672
344,3,Heavy,1,1,30.36,45.5583,,15198.32,6420.0,1338.32,326.0,7440.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,40.8185
459,3,Light,1,0,40.14,45.6947,,5554.69,5400.0,144.69,6.36,10.0,10.0,300000000.0,0.5455,136363636.36363637,163636363.63636363,0.4545,0.5455,40.6259
318,5,Heavy,1,0,28.61,45.6967,,17086.67,6300.0,1306.67,342.2,9480.0,10.0,2000000000.0,0.35,1300000000.0,700000000.0,0.65,0.35,39.7028
410,1,Medium,1,0,34.59,45.8089,,11218.9,5700.0,608.9,395.6,4910.0,5.0,1000000000.0,0.4,600000000.0,400000000.0,0.6,0.4,40.3149
483,1,Light,1,0,41.28,45.9589,,4678.9,4510.0,158.9,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,41.5833
378,2,Heavy,1,0,31.83,46.237,,14406.97,2160.0,756.97,1109.5,11490.0,10.0,2000000000.0,0.625,750000000.0,1250000000.0,0.375,0.625,43.933
441,0,Heavy,1,0,37.85,46.3981,,8548.14,2460.0,1118.14,434.0,4970.0,10.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,43.1163
466,4,Heavy,1,0,40.76,46.4192,,5659.17,3680.0,909.17,1062.36,1070.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,42.6136
504,4,Light,1,1,42.13,46.4942,,4364.17,4270.0,84.17,8.0,10.0,10.0,300000000.0,0.75,75000000.0,225000000.0,0.25,0.75,42.2525
370,1,Medium,1,1,31.78,46.5145,,14734.46,1930.0,564.46,220.67,12240.0,10.0,1000000000.0,0.4444,555555555.5555556,444444444.4444444,0.5556,0.4444,45.3147
385,3,Heavy,1,1,32.16,46.5836,,14423.58,3430.0,893.58,986.44,10100.0,10.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,42.8156
496,3,Light,1,1,41.84,46.6693,,4829.29,4730.0,89.29,7.71,10.0,10.0,300000000.0,0.7143,85714285.71428572,214285714.2857143,0.2857,0.7143,41.9571
358,5,Heavy,1,0,31.49,46.8395,,15349.53,5400.0,1149.53,761.43,8800.0,10.0,2000000000.0,0.4286,1142857142.8571427,857142857.1428571,0.5714,0.4286,40.9116
442,0,Medium,1,1,37.85,46.8981,,9048.14,3760.0,508.14,248.0,4780.0,10.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,43.0656
379,2,Heavy,1,1,31.83,46.9036,,15073.64,3360.0,673.64,650.0,11040.0,10.0,2000000000.0,0.6667,666666666.6666667,1333333333.3333333,0.3333,0.6667,43.7322
471,5,Light,1,1,40.9,46.9295,,6029.53,5920.0,99.53,7.6,10.0,10.0,300000000.0,0.7,90000000.00000001,210000000.0,0.3,0.7,41.5248
517,0,Light,1,1,44.28,47.089,,2809.04,2600.0,199.04,4.91,10.0,10.0,300000000.0,0.3636,190909090.9090909,109090909.0909091,0.6364,0.3636,45.9526
422,3,Medium,1,0,35.86,47.1137,,11253.73,3290.0,453.73,548.67,7510.0,5.0,1000000000.0,0.5556,444444444.4444444,555555555.5555556,0.4444,0.5556,44.1181
427,4,Heavy,1,0,37.21,47.2942,,10084.17,3660.0,804.17,585.2,5620.0,10.0,2000000000.0,0.6,800000000.0,1200000000.0,0.4,0.6,43.5163
397,5,Medium,1,0,33.29,47.3295,,14039.53,4330.0,409.53,297.2,9300.0,10.0,1000000000.0,0.6,400000000.0,600000000.0,0.4,0.6,42.8136
371,1,Heavy,1,0,31.78,47.6054,,15825.37,2270.0,1095.37,443.82,12460.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,44.8021
479,0,Medium,1,0,41.16,47.789,,6629.04,1490.0,709.04,297.2,4430.0,5.0,1000000000.0,0.3,700000000.0,300000000.0,0.7,0.3,47.1309
417,2,Heavy,1,0,34.63,47.9945,,13364.55,1860.0,1094.55,807.45,10410.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,46.6509
423,3,Heavy,1,0,35.86,48.0228,,12162.83,2350.0,912.83,1935.09,8900.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,45.9193
428,4,Heavy,1,1,37.21,48.0214,,10811.44,3920.0,731.44,1129.64,6160.0,10.0,2000000000.0,0.6364,727272727.2727273,1272727272.7272727,0.3636,0.6364,45.0924
398,5,Heavy,1,1,33.29,48.0568,,14766.8,4400.0,736.8,620.55,9630.0,10.0,2000000000.0,0.6364,727272727.2727273,1272727272.7272727,0.3636,0.6364,44.3686
535,3,Light,1,1,45.12,48.1844,,3064.36,2890.0,164.36,5.69,10.0,10.0,300000000.0,0.4615,161538461.53846154,138461538.46153846,0.5385,0.4615,46.5134
511,5,Light,1,1,43.05,48.1818,,5131.8,4990.0,131.8,6.67,10.0,10.0,300000000.0,0.5833,124999999.99999999,175000000.0,0.4167,0.5833,44.4561
447,1,Heavy,1,0,37.93,48.6963,,10766.28,3170.0,1096.28,443.82,6500.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,45.1052
512,5,Heavy,1,0,43.05,49.0389,,5988.95,4570.0,858.95,557.43,560.0,10.0,2000000000.0,0.5714,857142857.1428572,1142857142.8571427,0.4286,0.5714,44.4991
352,4,Heavy,1,0,30.78,49.0984,,18318.36,3290.0,1078.36,450.62,13950.0,10.0,2000000000.0,0.4615,1076923076.9230769,923076923.0769231,0.5385,0.4615,45.5557
480,0,Heavy,1,0,41.16,49.1224,,7962.38,1300.0,1342.38,1183.33,5320.0,5.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,47.6434
454,2,Heavy,1,1,38.96,49.1612,,10201.22,3170.0,1171.22,407.0,5860.0,10.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,46.4442
448,1,Medium,1,1,37.93,49.1963,,11266.28,4460.0,506.28,248.0,6300.0,10.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,45.898
543,4,Light,1,1,46.41,49.283,,2872.98,2670.0,192.98,5.08,10.0,10.0,300000000.0,0.3846,184615384.61538464,115384615.38461539,0.6154,0.3846,48.1173
523,1,Light,1,1,44.61,49.3463,,4736.28,4570.0,156.28,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,46.0276
436,5,Medium,1,1,37.38,49.3723,,11992.28,4950.0,342.28,330.0,6700.0,10.0,1000000000.0,0.6667,333333333.3333334,666666666.6666666,0.3333,0.6667,45.648
460,3,Heavy,1,1,40.14,49.4151,,9275.13,2100.0,1235.13,375.85,5940.0,10.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,47.1314
455,2,Medium,1,0,38.96,49.7326,,10772.64,4530.0,572.64,212.86,5670.0,10.0,1000000000.0,0.4286,571428571.4285713,428571428.57142854,0.5714,0.4286,45.248
529,2,Light,1,0,45.07,49.8926,,4822.64,4650.0,162.64,5.73,10.0,10.0,300000000.0,0.4667,160000000.0,140000000.0,0.5333,0.4667,46.6976
467,4,Medium,1,0,40.76,49.9258,,9165.84,2680.0,645.84,177.71,5840.0,10.0,1000000000.0,0.3571,642857142.8571428,357142857.14285713,0.6429,0.3571,47.7624
461,3,Medium,1,0,40.14,50.0151,,9875.13,3310.0,605.13,395.6,5960.0,5.0,1000000000.0,0.4,600000000.0,400000000.0,0.6,0.4,47.2643
437,5,Heavy,1,0,37.38,50.0866,,12706.56,4480.0,716.56,1141.14,7510.0,10.0,2000000000.0,0.6429,714285714.2857141,1285714285.7142859,0.3571,0.6429,46.3479
524,1,Heavy,1,0,44.61,50.3463,,5736.28,4240.0,1006.28,488.0,490.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,47.0309
443,0,Heavy,1,1,37.85,50.6224,,12772.38,1770.0,1502.38,445.0,9500.0,10.0,2000000000.0,0.25,1500000000.0,500000000.0,0.75,0.25,50.2517
490,2,Heavy,1,1,41.66,50.9696,,9309.57,3500.0,1079.57,899.23,4730.0,5.0,2000000000.0,0.4615,1076923076.9230769,923076923.0769231,0.5385,0.4615,47.5929
319,5,Heavy,1,0,28.61,51.0866,,22476.56,3400.0,1006.56,974.0,18070.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,48.0957
468,4,Heavy,1,1,40.76,51.1258,,10365.84,2780.0,1205.84,710.8,6380.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,49.7794
497,3,Heavy,1,1,41.84,51.3008,,9460.85,2990.0,1290.85,349.14,5180.0,10.0,2000000000.0,0.3571,1285714285.7142856,714285714.2857143,0.6429,0.3571,49.3119
411,1,Heavy,1,1,34.59,51.4713,,16881.28,3750.0,1131.28,777.25,12000.0,10.0,2000000000.0,0.4375,1125000000.0,875000000.0,0.5625,0.4375,48.5548
491,2,Medium,1,1,41.66,51.5029,,9842.9,5000.0,542.9,461.2,4300.0,5.0,1000000000.0,0.4667,533333333.3333333,466666666.6666667,0.5333,0.4667,46.7468
570,2,Light,1,1,49.41,51.7106,,2300.59,2080.0,210.59,4.46,10.0,10.0,300000000.0,0.3077,207692307.69230768,92307692.30769232,0.6923,0.3077,51.2447
518,0,Heavy,1,0,44.28,52.1608,,7880.84,3070.0,1540.84,450.62,3270.0,5.0,2000000000.0,0.2308,1538461538.4615383,461538461.53846157,0.7692,0.2308,49.0002
472,5,Heavy,1,0,40.9,52.263,,11363.03,3740.0,1183.03,402.24,6440.0,10.0,2000000000.0,0.4118,1176470588.235294,823529411.7647059,0.5882,0.4118,48.7575
505,4,Heavy,1,1,42.13,52.3258,,10195.84,4220.0,1205.84,390.8,4770.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,48.9548
484,1,Heavy,1,1,41.28,52.5379,,11257.94,5050.0,1067.94,455.6,5140.0,10.0,2000000000.0,0.4667,1066666666.6666666,933333333.3333334,0.5333,0.4667,48.0596
498,3,Heavy,1,0,41.84,52.5508,,10710.85,3960.0,1250.85,666.5,5500.0,10.0,2000000000.0,0.375,1250000000.0,750000000.0,0.625,0.375,48.483
473,5,Medium,1,1,40.9,52.8186,,11918.59,5100.0,558.59,220.67,6260.0,10.0,1000000000.0,0.4444,555555555.5555556,444444444.4444444,0.5556,0.4444,50.0017
519,0,Medium,1,0,44.28,52.8942,,8614.17,4800.0,734.17,264.4,3080.0,5.0,1000000000.0,0.2667,733333333.3333334,266666666.66666666,0.7333,0.2667,48.8464
506,4,Medium,1,0,42.13,52.9141,,10784.07,5610.0,594.07,204.59,4580.0,10.0,1000000000.0,0.4118,588235294.117647,411764705.88235295,0.5882,0.4118,48.233
550,5,Light,1,1,47.11,52.9836,,5873.59,5690.0,173.59,5.6,10.0,10.0,300000000.0,0.45,165000000.0,135000000.0,0.55,0.45,49.3794
571,2,Heavy,1,0,49.41,53.0439,,3633.93,1970.0,1333.93,326.0,330.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,51.1932
485,1,Medium,1,0,41.28,53.0674,,11787.35,6330.0,537.35,233.53,4920.0,10.0,1000000000.0,0.4706,529411764.7058824,470588235.2941176,0.5294,0.4706,47.4211
556,0,Light,1,0,47.87,53.1019,,5231.87,5010.0,211.87,6.92,10.0,5.0,300000000.0,0.3077,207692307.69230768,92307692.30769232,0.6923,0.3077,49.334
429,4,Medium,1,1,37.21,53.5391,,16329.07,4690.0,629.07,186.5,11010.0,10.0,1000000000.0,0.375,625000000.0,375000000.0,0.625,0.375,50.4392
536,3,Heavy,1,1,45.12,53.9794,,8859.42,4080.0,1429.42,279.71,3350.0,10.0,2000000000.0,0.2857,1428571428.5714285,571428571.4285713,0.7143,0.2857,50.7249
551,5,Heavy,1,0,47.11,54.0745,,6964.5,5420.0,1094.5,443.82,450.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,49.3033
372,1,Heavy,1,0,31.78,54.2438,,22463.82,5040.0,1183.82,402.24,16240.0,10.0,2000000000.0,0.4118,1176470588.235294,823529411.7647059,0.5882,0.4118,49.6086
456,2,Heavy,1,1,38.96,54.3773,,15417.26,2700.0,1337.26,592.67,11380.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,52.7914
562,1,Light,1,0,48.96,54.4038,,5443.82,5270.0,163.82,5.73,10.0,10.0,300000000.0,0.4667,160000000.0,140000000.0,0.5333,0.4667,50.345
557,0,Heavy,1,0,47.87,54.4352,,6565.2,4570.0,1335.2,650.0,660.0,5.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,50.09
599,0,Light,1,0,50.58,54.6352,,4055.2,3840.0,205.2,4.67,10.0,10.0,300000000.0,0.3333,200000000.00000003,100000000.0,0.6667,0.3333,51.3863
430,4,Heavy,1,0,37.21,54.7613,,17551.29,5110.0,1231.29,380.0,11210.0,10.0,2000000000.0,0.3889,1222222222.2222223,777777777.7777778,0.6111,0.3889,49.8678
639,0,Light,1,1,52.82,54.8019,,1981.87,1800.0,171.87,9.11,10.0,5.0,300000000.0,0.4444,166666666.6666667,133333333.33333333,0.5556,0.4444,53.765
399,5,Heavy,1,1,33.29,55.1271,,21837.13,5540.0,1057.13,462.42,15240.0,10.0,2000000000.0,0.4737,1052631578.9473686,947368421.0526315,0.5263,0.4737,51.1986
537,3,Heavy,1,0,45.12,55.3544,,10234.42,5220.0,1384.42,555.75,3630.0,10.0,2000000000.0,0.3125,1375000000.0,625000000.0,0.6875,0.3125,50.2984
449,1,Heavy,1,1,37.93,55.5288,,17598.82,4420.0,1128.82,777.25,12050.0,10.0,2000000000.0,0.4375,1125000000.0,875000000.0,0.5625,0.4375,52.1247
576,3,Light,1,0,49.71,55.5544,,5844.42,5630.0,204.42,4.67,10.0,10.0,300000000.0,0.3333,200000000.00000003,100000000.0,0.6667,0.3333,50.971
513,5,Medium,1,0,43.05,55.6271,,12577.13,5580.0,507.13,494.0,6490.0,5.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,50.6413
530,2,Heavy,1,1,45.07,55.7106,,10640.59,4140.0,1340.59,326.0,5160.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,52.458
640,0,Heavy,1,0,52.82,55.8928,,3072.77,1530.0,1092.77,443.82,450.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,53.5982
544,4,Heavy,1,1,46.41,56.0113,,9601.29,5100.0,1251.29,366.5,3250.0,10.0,2000000000.0,0.375,1250000000.0,750000000.0,0.625,0.375,51.6197
531,2,Medium,1,0,45.07,56.3577,,11287.65,5630.0,647.65,175.65,5010.0,10.0,1000000000.0,0.3529,647058823.5294117,352941176.47058827,0.6471,0.3529,51.3529
611,2,Light,1,0,51.03,56.5377,,5507.65,5310.0,187.65,8.4,10.0,5.0,300000000.0,0.4,180000000.0,120000000.0,0.6,0.4,51.9554
545,4,Medium,1,0,46.41,56.6224,,10212.41,6520.0,612.41,193.33,3080.0,10.0,1000000000.0,0.3889,611111111.1111112,388888888.8888889,0.6111,0.3889,50.4747
514,5,Heavy,1,0,43.05,56.6271,,13577.13,4800.0,1007.13,1774.0,7770.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,51.8654
450,1,Heavy,1,0,37.93,56.6399,,18709.94,5880.0,1119.94,434.0,11710.0,10.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,50.9376
584,4,Light,1,0,49.77,56.7961,,7026.09,6840.0,176.09,5.37,10.0,10.0,300000000.0,0.4211,173684210.5263158,126315789.4736842,0.5789,0.4211,51.2353
591,5,Light,1,1,49.95,56.7921,,6842.13,6660.0,172.13,5.6,10.0,10.0,300000000.0,0.45,165000000.0,135000000.0,0.55,0.45,51.6872
625,4,Light,1,0,52.47,56.9161,,4446.09,4310.0,126.09,6.8,10.0,10.0,300000000.0,0.6,120000000.0,180000000.0,0.4,0.6,52.5862
631,5,Light,1,0,52.6,56.9171,,4317.13,4180.0,127.13,6.67,10.0,10.0,300000000.0,0.5833,124999999.99999999,175000000.0,0.4167,0.5833,52.9779
462,3,Heavy,1,1,40.14,56.9294,,16789.42,4970.0,1379.42,555.75,10440.0,10.0,2000000000.0,0.3125,1375000000.0,625000000.0,0.6875,0.3125,53.1039
520,0,Heavy,1,1,44.28,56.9837,,12703.68,2180.0,1093.68,807.45,9430.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,54.304
617,3,Light,1,1,51.7,57.0931,,5393.06,5210.0,173.06,5.64,10.0,10.0,300000000.0,0.4545,163636363.63636363,136363636.36363634,0.5455,0.4545,53.6984
525,1,Medium,1,0,44.61,57.2024,,12592.44,5840.0,572.44,432.5,6180.0,5.0,1000000000.0,0.4375,562500000.0,437500000.0,0.5625,0.4375,51.5321
499,3,Medium,1,0,41.84,57.5375,,15697.5,3980.0,447.5,548.67,11270.0,5.0,1000000000.0,0.5556,444444444.4444444,555555555.5555556,0.4444,0.5556,53.2952
558,0,Medium,1,0,47.87,57.62,,9750.05,2350.0,640.05,180.91,6760.0,10.0,1000000000.0,0.3636,636363636.3636364,363636363.6363636,0.6364,0.3636,55.3027
474,5,Heavy,1,1,40.9,57.6444,,16744.4,1830.0,734.4,2257.27,14180.0,5.0,2000000000.0,0.6364,727272727.2727273,1272727272.7272727,0.3636,0.6364,55.9012
612,2,Heavy,1,0,51.03,57.7141,,6684.12,4690.0,1184.12,802.47,810.0,5.0,2000000000.0,0.4118,1176470588.235294,823529411.7647059,0.5882,0.4118,52.2299
507,4,Heavy,1,0,42.13,57.9161,,15786.09,2210.0,1006.09,1774.0,12570.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,55.636
552,5,Medium,1,1,47.11,58.1444,,11034.4,3310.0,504.4,248.0,7220.0,10.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,55.2648
526,1,Heavy,1,0,44.61,58.3135,,13703.55,5270.0,1113.55,1577.11,7320.0,5.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,52.5262
500,3,Heavy,1,0,41.84,58.4466,,16606.59,3900.0,916.59,1062.36,11790.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,54.5148
605,1,Light,1,0,50.97,58.4635,,7493.55,7330.0,153.55,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,51.9154
659,3,Light,1,1,54.0,58.5666,,4566.59,4430.0,126.59,6.8,10.0,10.0,300000000.0,0.6,120000000.0,180000000.0,0.4,0.6,54.9273
492,2,Heavy,1,0,41.66,58.7141,,17054.12,4420.0,1004.12,1774.0,11630.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,53.9315
559,0,Heavy,1,1,47.87,58.7867,,10916.71,2430.0,1166.71,740.33,7320.0,10.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,56.3871
508,4,Heavy,1,0,42.13,58.9161,,16786.09,4010.0,1006.09,974.0,11770.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,54.8481
666,4,Light,1,1,54.03,59.0411,,5011.09,4870.0,131.09,6.67,10.0,10.0,300000000.0,0.5833,124999999.99999999,175000000.0,0.4167,0.5833,55.0148
538,3,Medium,1,0,45.12,59.1051,,13985.05,2970.0,545.05,229.08,10470.0,10.0,1000000000.0,0.4615,538461538.4615384,461538461.53846157,0.5385,0.4615,57.0303
553,5,Heavy,1,0,47.11,59.1444,,12034.4,3170.0,1004.4,888.0,7860.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,56.0193
672,5,Light,1,0,54.92,59.2944,,4374.4,4210.0,154.4,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,55.686
606,1,Heavy,1,1,50.97,59.4109,,8440.91,6970.0,950.91,513.58,520.0,10.0,2000000000.0,0.5263,947368421.0526316,1052631578.9473684,0.4737,0.5263,53.6302
493,2,Heavy,1,0,41.66,59.7141,,18054.12,6220.0,1004.12,974.0,10830.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,52.9196
600,0,Heavy,1,0,50.58,59.9534,,9373.38,3320.0,1173.38,812.0,4880.0,5.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,56.8209
